date,time,member,type,item,amount,category,tag
2025-03-01,00:16,Dad,expense,Tomato,30,Groceries & Household,lifestyle
2025-03-01,14:30,Dad,expense,Xerox,60,Misc,lifestyle
2025-03-01,19:53,Dad,expense,Snacks,180,Dining Out,lifestyle
2025-03-02,21:59,Dad,expense,Car petrol,1000,Fuel,lifestyle
2025-03-02,21:59,Dad,expense,Mishra peda chips,200,Dining Out,lifestyle
2025-03-03,12:22,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-03-04,09:22,Dad,expense,Consultation fee,300,Health & Medical,lifestyle
2025-03-05,19:16,Dad,expense,Swimming goggles,150,Personal Care & Fitness,lifestyle
2025-03-05,19:16,Dad,expense,Swimming shorts,150,Personal Care & Fitness,lifestyle
2025-03-05,19:16,Dad,expense,Swimming pool entry,100,Personal Care & Fitness,lifestyle
2025-03-05,19:16,Dad,expense,Snacks,110,Dining Out,lifestyle
2025-03-05,19:16,Dad,expense,Iron laundry,170,Misc,recurring
2025-03-05,19:16,Dad,expense,Milk,27,Groceries & Household,recurring
2025-03-06,19:04,Dad,expense,Tale hannu,40,Groceries & Household,lifestyle
2025-03-06,19:04,Dad,expense,Raw mango,140,Groceries & Household,lifestyle
2025-03-06,19:04,Dad,expense,Site advertisement,2700,Property & Investments,one_time
2025-03-07,15:36,Dad,expense,EC encumbrance certificate,460,Property & Investments,one_time
2025-03-09,18:22,Dad,expense,Duster petrol,500,Fuel,lifestyle
2025-03-09,18:22,Dad,expense,Jio Hotstar IPL 3 months,150,Utilities & Recharges,recurring
2025-03-11,18:14,Dad,expense,Juice,150,Dining Out,lifestyle
2025-03-13,19:53,Dad,expense,Haircut,200,Personal Care & Fitness,lifestyle
2025-03-14,15:33,Dad,expense,Bike petrol,800,Fuel,lifestyle
2025-03-18,13:03,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-03-18,13:03,Dad,expense,Juice,115,Dining Out,lifestyle
2025-03-21,19:20,Dad,expense,Pens,40,Misc,lifestyle
2025-03-24,21:15,Dad,expense,Srinidhi haircut,350,Personal Care & Fitness,lifestyle
2025-03-24,21:15,Dad,expense,Resin,1100,Misc,one_time
2025-03-24,21:15,Dad,expense,Parking,20,Transport & Parking,lifestyle
2025-03-27,10:40,Dad,expense,Tindi,300,Dining Out,lifestyle
2025-03-27,13:08,Dad,expense,Saree,990,Clothing,lifestyle
2025-03-27,13:08,Dad,expense,Westside Papu dress,600,Kids,lifestyle
2025-03-27,15:12,Mom,expense,MedPlus pharmacy,700,Health & Medical,lifestyle
2025-03-29,13:55,Dad,expense,AEH switch,250,Home & Furniture,one_time
2025-03-29,13:55,Dad,expense,Soppu greens,40,Groceries & Household,lifestyle
2025-03-29,18:14,Dad,expense,Building blocks,732,Kids,lifestyle
2025-03-30,16:23,Dad,expense,ICICI term insurance,3026,Insurance & Finance,recurring
2025-04-01,20:10,Dad,expense,Snacks,150,Dining Out,lifestyle
2025-04-01,20:10,Dad,expense,Parking,50,Transport & Parking,lifestyle
2025-04-01,20:10,Dad,expense,Fish show ticket,200,Entertainment & Outings,lifestyle
2025-04-01,20:10,Dad,expense,Papu ride,50,Entertainment & Outings,lifestyle
2025-04-01,20:10,Dad,expense,Papu book,150,Kids,lifestyle
2025-04-02,11:55,Dad,expense,Halasina hannu jackfruit,100,Groceries & Household,lifestyle
2025-04-02,11:55,Dad,expense,Mobile cover,200,Misc,one_time
2025-04-02,11:55,Dad,expense,Puzzle game + toys,400,Kids,lifestyle
2025-04-04,10:05,Dad,expense,Petrol,100,Fuel,lifestyle
2025-04-04,11:40,Dad,expense,Bread,60,Groceries & Household,lifestyle
2025-04-04,11:40,Dad,expense,Cheese,136,Groceries & Household,lifestyle
2025-04-04,11:41,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-04-07,07:57,Dad,expense,Diamond earrings additional payment,14978,Property & Investments,one_time
2025-04-07,23:11,Dad,expense,Petrol,300,Fuel,lifestyle
2025-04-08,23:55,Dad,expense,Soda,80,Dining Out,lifestyle
2025-04-10,20:54,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-04-10,20:54,Dad,expense,Snacks,145,Dining Out,lifestyle
2025-04-10,20:54,Dad,expense,Cells,160,Groceries & Household,lifestyle
2025-04-10,21:33,Mom,expense,Ration,150,Groceries & Household,lifestyle
2025-04-10,21:33,Mom,expense,Slippers,705,Clothing,lifestyle
2025-04-14,18:49,Mom,expense,Fruits,400,Groceries & Household,lifestyle
2025-04-14,18:49,Mom,expense,Panipuri,100,Dining Out,lifestyle
2025-04-14,18:49,Mom,expense,Soap,40,Groceries & Household,lifestyle
2025-04-18,18:39,Dad,expense,Hotel,2650,Dining Out,lifestyle
2025-04-21,09:44,Dad,expense,Car petrol,500,Fuel,lifestyle
2025-04-21,09:44,Dad,expense,Tindi,75,Dining Out,lifestyle
2025-04-21,12:10,Dad,expense,Dodda Gowda site payment,50000,Property & Investments,one_time
2025-04-22,16:16,Dad,expense,Blackberry shirt + pants wedding,12580,Clothing,one_time
2025-04-22,16:50,Dad,expense,Papu car ride,100,Entertainment & Outings,lifestyle
2025-04-22,17:09,Dad,expense,Ramraj Papu panche shalya,1665,Kids,lifestyle
2025-04-22,22:28,Dad,expense,Masala puri,120,Dining Out,lifestyle
2025-04-25,21:01,Dad,expense,Ramu tailor,5000,Clothing,lifestyle
2025-04-25,21:01,Dad,expense,Janti medicine,20,Health & Medical,lifestyle
2025-04-25,21:01,Dad,expense,Snacks,70,Dining Out,lifestyle
2025-04-25,21:01,Dad,expense,Kaccha banian,3713,Clothing,lifestyle
2025-04-25,21:01,Dad,expense,Condoms,210,Groceries & Household,lifestyle
2025-04-25,22:40,Dad,expense,Car petrol,1000,Fuel,lifestyle
2025-04-26,13:40,Mom,expense,Papu shoes + slippers,863,Kids,lifestyle
2025-04-26,19:36,Dad,expense,Krushi ahara mela,470,Dining Out,lifestyle
2025-04-26,19:36,Dad,expense,Milk,30,Groceries & Household,recurring
2025-04-27,13:13,Dad,expense,Fruits,480,Groceries & Household,lifestyle
2025-04-30,16:00,Dad,expense,Gullehalli Ranganna,300,Farm & Garden,one_time
2025-05-01,17:04,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-01,18:36,Dad,expense,ICICI term insurance,3026,Insurance & Finance,recurring
2025-05-01,19:01,Dad,expense,Vinutha set,3660,Clothing,lifestyle
2025-05-01,19:33,Dad,expense,Masala puri,80,Dining Out,lifestyle
2025-05-01,19:55,Mom,expense,Vinutha slippers,1505,Clothing,lifestyle
2025-05-01,19:55,Mom,expense,Gift shop,200,Religion & Gifts,one_time
2025-05-02,04:08,Dad,expense,Vinutha mobile recharge,800,Utilities & Recharges,recurring
2025-05-05,10:34,Dad,expense,Hoovina haara,400,Religion & Gifts,one_time
2025-05-05,10:34,Dad,expense,Auto,200,Transport & Parking,lifestyle
2025-05-05,10:34,Dad,expense,Milk,50,Groceries & Household,recurring
2025-05-05,10:34,Dad,expense,Bike petrol,1000,Fuel,lifestyle
2025-05-05,10:34,Dad,expense,Milk,28,Groceries & Household,recurring
2025-05-05,10:34,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-05-05,10:34,Dad,expense,Crocin,10,Health & Medical,lifestyle
2025-05-05,10:38,Mom,expense,Lipika hospital,200,Health & Medical,lifestyle
2025-05-05,10:38,Mom,expense,Medicine,352,Health & Medical,lifestyle
2025-05-05,10:38,Mom,expense,Tender coconut,240,Dining Out,lifestyle
2025-05-05,10:38,Mom,expense,Auto,100,Transport & Parking,lifestyle
2025-05-05,14:41,Dad,expense,Oota meal,80,Dining Out,lifestyle
2025-05-05,20:18,Dad,expense,Consultation,300,Health & Medical,lifestyle
2025-05-05,20:18,Dad,expense,Medicine,150,Health & Medical,lifestyle
2025-05-05,20:18,Dad,expense,Pampers,455,Kids,recurring
2025-05-09,12:37,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-12,10:40,Dad,expense,Muhurta,1000,Religion & Gifts,one_time
2025-05-12,10:40,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-13,06:28,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-13,22:37,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-16,18:00,Dad,expense,Consultation + medicine,1700,Health & Medical,lifestyle
2025-05-16,18:00,Dad,expense,Lab tests,2800,Health & Medical,lifestyle
2025-05-18,17:31,Dad,expense,Arehalli muyyi gift,1000,Religion & Gifts,one_time
2025-05-18,17:32,Dad,expense,Mobile recharge,932,Utilities & Recharges,recurring
2025-05-20,12:33,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-20,12:34,Dad,expense,Akkanege kanike,501,Religion & Gifts,one_time
2025-05-21,19:01,Dad,expense,ENT follow-up checkup,644,Health & Medical,lifestyle
2025-05-21,19:25,Dad,expense,Snacks,120,Dining Out,lifestyle
2025-05-22,23:11,Dad,expense,Petrol,700,Fuel,lifestyle
2025-05-23,12:48,Dad,expense,Mithun wedding muyyi,1000,Religion & Gifts,one_time
2025-05-24,23:09,Mom,expense,Mall,1100,Entertainment & Outings,lifestyle
2025-05-24,23:09,Mom,expense,Hotel,1800,Dining Out,lifestyle
2025-05-26,14:29,Dad,expense,Pens,60,Misc,lifestyle
2025-05-26,14:29,Dad,expense,Tindi,55,Dining Out,lifestyle
2025-05-26,14:29,Dad,expense,Oota,80,Dining Out,lifestyle
2025-05-29,13:26,Dad,expense,Doctor fees,300,Health & Medical,lifestyle
2025-05-29,13:26,Dad,expense,Medicine,860,Health & Medical,lifestyle
2025-05-29,13:26,Dad,expense,Tender coconut,240,Dining Out,lifestyle
2025-05-29,13:26,Dad,expense,Puncture,125,Vehicle Maintenance,one_time
2025-05-29,14:12,Dad,expense,Wipes,160,Kids,recurring
2025-05-30,15:06,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-05-31,18:16,Dad,expense,Bike petrol,800,Fuel,lifestyle
2025-05-31,18:28,Dad,expense,Medicine,148,Health & Medical,lifestyle
2025-06-03,17:09,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-06-08,20:38,Dad,expense,Monika Prakash muyyi,500,Religion & Gifts,one_time
2025-06-08,20:38,Dad,expense,Shashan Sudeep gift,200,Religion & Gifts,one_time
2025-06-08,20:38,Dad,expense,Haircut,120,Personal Care & Fitness,lifestyle
2025-06-08,20:38,Dad,expense,Pampers + wipes,550,Kids,recurring
2025-06-12,13:07,Dad,expense,Parcel food,250,Dining Out,lifestyle
2025-06-12,13:07,Dad,expense,Nursery plants,1100,Farm & Garden,one_time
2025-06-12,16:28,Mom,expense,Forest department entry,130,Entertainment & Outings,lifestyle
2025-06-12,16:28,Mom,expense,Hotel,315,Dining Out,lifestyle
2025-06-12,16:28,Mom,expense,Chips,150,Dining Out,lifestyle
2025-06-12,16:28,Mom,expense,Puliyogare,100,Dining Out,lifestyle
2025-06-12,16:28,Mom,expense,Dove shampoo,200,Personal Care & Fitness,lifestyle
2025-06-12,16:28,Mom,expense,Banian,367,Clothing,lifestyle
2025-06-17,12:05,Dad,expense,Handheld game console,700,Kids,one_time
2025-06-18,15:04,Dad,expense,Petrol,750,Fuel,lifestyle
2025-06-18,15:04,Dad,expense,Battery cells,43,Groceries & Household,lifestyle
2025-06-19,09:53,Dad,expense,Bike petrol,750,Fuel,lifestyle
2025-06-19,21:52,Dad,expense,Blanket,950,Home & Furniture,one_time
2025-06-19,21:52,Dad,expense,Toothbrush,100,Groceries & Household,lifestyle
2025-06-20,13:07,Mom,expense,Nursery,500,Farm & Garden,one_time
2025-06-20,13:07,Mom,expense,Temple,300,Religion & Gifts,one_time
2025-06-20,13:08,Mom,expense,Car petrol,1000,Fuel,lifestyle
2025-06-21,09:43,Dad,expense,Blinkit,200,Groceries & Household,lifestyle
2025-06-21,14:39,Dad,expense,Doctor set toy,130,Kids,lifestyle
2025-06-21,14:39,Dad,expense,Nerale hannu,200,Groceries & Household,lifestyle
2025-06-21,14:39,Dad,expense,Foam ball gun,550,Kids,lifestyle
2025-06-23,14:33,Dad,expense,Aadhar PVC card,50,Misc,one_time
2025-06-23,14:33,Dad,expense,Xerox,330,Misc,lifestyle
2025-06-23,16:30,Dad,expense,Hotel,2800,Dining Out,lifestyle
2025-06-23,20:32,Dad,expense,Bakery,1250,Dining Out,lifestyle
2025-06-23,20:32,Dad,expense,Toys,800,Kids,lifestyle
2025-06-24,18:35,Mom,expense,Bakery,175,Dining Out,lifestyle
2025-06-24,18:35,Mom,expense,Bonda,110,Dining Out,lifestyle
2025-06-29,19:52,Dad,expense,Movie,600,Entertainment & Outings,lifestyle
2025-06-29,19:52,Dad,expense,Car ride,50,Entertainment & Outings,lifestyle
2025-06-29,19:52,Dad,expense,Masala puri,80,Dining Out,lifestyle
2025-06-29,19:52,Dad,expense,Gobi manchurian,120,Dining Out,lifestyle
2025-06-30,09:43,Dad,expense,Train ride,150,Transport & Parking,lifestyle
2025-06-30,09:43,Dad,expense,Car ride,50,Transport & Parking,lifestyle
2025-06-30,11:32,Dad,expense,ICICI term insurance,3026,Insurance & Finance,recurring
2025-07-03,14:29,Dad,expense,Dad + Mom Aadhar PVC cards,200,Misc,one_time
2025-07-03,14:59,Dad,expense,Aadhar PVC card self,50,Misc,one_time
2025-07-03,15:04,Dad,expense,Vinutha Aadhar cards,100,Misc,one_time
2025-07-04,09:14,Dad,expense,Car petrol,1000,Fuel,lifestyle
2025-07-05,09:47,Dad,expense,Tea,75,Dining Out,lifestyle
2025-07-05,16:38,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-07-09,10:15,Dad,expense,Driver tips,200,Misc,lifestyle
2025-07-09,11:53,Mom,expense,Baby soap,376,Kids,recurring
2025-07-09,13:15,Mom,expense,Plants,400,Farm & Garden,one_time
2025-07-09,13:39,Mom,expense,Chips,300,Dining Out,lifestyle
2025-07-10,13:16,Dad,expense,Papu toothpaste,164,Kids,recurring
2025-07-11,07:51,Dad,expense,Car petrol,1000,Fuel,lifestyle
2025-07-11,07:51,Dad,expense,Iron laundry,180,Misc,recurring
2025-07-11,10:19,Dad,expense,Bike petrol,520,Fuel,lifestyle
2025-07-15,19:03,Mom,expense,Sridhar Bhattaru,300,Religion & Gifts,one_time
2025-07-15,19:03,Mom,expense,Ganesh Adigaru,200,Religion & Gifts,one_time
2025-07-15,19:04,Mom,expense,Lokesh Aradhya,500,Religion & Gifts,one_time
2025-08-03,20:25,Dad,expense,Blackberry clothes,6522,Clothing,lifestyle
2025-08-03,21:33,Dad,expense,Petrol,1200,Fuel,lifestyle
2025-08-03,21:34,Dad,expense,Haara + shalu + misc,1900,Religion & Gifts,one_time
2025-08-03,21:34,Dad,expense,Mangala Gowri shopping,5000,Religion & Gifts,one_time
2025-08-03,21:34,Dad,expense,Shyam store,990,Groceries & Household,lifestyle
2025-08-03,21:34,Dad,expense,Candid B cream,180,Health & Medical,lifestyle
2025-08-03,21:34,Dad,expense,Tea,60,Dining Out,lifestyle
2025-08-03,21:34,Dad,expense,ICICI term insurance,3026,Insurance & Finance,recurring
2025-08-05,10:09,Dad,expense,Car petrol,500,Fuel,lifestyle
2025-08-05,16:37,Dad,expense,Bat,350,Kids,lifestyle
2025-08-06,18:02,Dad,expense,Tindi,45,Dining Out,lifestyle
2025-08-06,19:19,Mom,expense,Fruits,100,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,expense,Betel leaves,150,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,expense,Fruits,100,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,expense,Tomato,50,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,expense,Pineapple,150,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,expense,Masala puri,70,Dining Out,lifestyle
2025-08-07,13:19,Dad,expense,Zipper cover,35,Home & Furniture,lifestyle
2025-08-07,13:19,Dad,expense,Mango leaves,70,Religion & Gifts,recurring
2025-08-07,13:19,Dad,expense,20W bulb,300,Home & Furniture,one_time
2025-08-07,13:19,Dad,expense,Angle holder,70,Home & Furniture,one_time
2025-08-07,21:20,Dad,expense,Tiago full service repair,6000,Vehicle Maintenance,one_time
2025-08-08,12:11,Mom,expense,Fruits,260,Groceries & Household,lifestyle
2025-08-08,12:11,Mom,expense,Flowers,200,Religion & Gifts,recurring
2025-08-08,12:11,Mom,expense,Milk,27,Groceries & Household,recurring
2025-08-09,14:58,Dad,expense,Car petrol,410,Fuel,lifestyle
2025-08-09,20:23,Mom,expense,Sharad Attemma gift,2000,Religion & Gifts,one_time
2025-08-11,14:23,Dad,expense,Car petrol,950,Fuel,lifestyle
2025-08-14,20:32,Dad,expense,Car petrol,950,Fuel,lifestyle
2025-08-14,20:43,Dad,expense,Bonda,40,Dining Out,lifestyle
2025-08-15,10:26,Dad,expense,Mobile recharge,932,Utilities & Recharges,recurring
2025-08-20,23:23,Dad,expense,Layout Ganapati,1000,Religion & Gifts,one_time
2025-08-20,23:23,Dad,expense,Car petrol,1000,Fuel,lifestyle
2025-08-20,23:23,Dad,expense,Parking,40,Transport & Parking,lifestyle
2025-08-20,23:24,Mom,expense,Hotel,150,Dining Out,lifestyle
2025-08-21,07:40,Dad,expense,Haircut,180,Personal Care & Fitness,lifestyle
2025-08-22,23:08,Mom,expense,Hoovu flowers,150,Religion & Gifts,recurring
2025-08-22,23:08,Mom,expense,Bonda,110,Dining Out,lifestyle
2025-08-22,23:08,Mom,expense,Toys,2550,Kids,lifestyle
2025-08-24,12:06,Dad,expense,Vinutha recharge,932,Utilities & Recharges,recurring
2025-08-29,14:13,Dad,expense,Car petrol,1200,Fuel,lifestyle
2025-08-30,13:15,Mom,expense,Mobile screen guard,200,Misc,one_time
2025-08-30,13:15,Mom,expense,Shell souvenir,200,Kids,lifestyle
2025-08-30,13:15,Mom,expense,Bag,200,Misc,lifestyle
2025-08-30,13:15,Mom,expense,Corn,120,Dining Out,lifestyle
2025-08-30,13:15,Mom,expense,Jeep ride,50,Entertainment & Outings,lifestyle
2025-08-30,13:15,Mom,expense,Parking,20,Transport & Parking,lifestyle
2025-08-30,13:15,Mom,expense,Slipper repair,20,Clothing,lifestyle
2025-08-30,13:15,Mom,expense,Tender coconut,60,Dining Out,lifestyle
2025-08-30,16:48,Mom,expense,Hotel,1072,Dining Out,lifestyle
2025-08-30,16:48,Mom,expense,MedPlus pharmacy,1509,Health & Medical,lifestyle
2025-09-03,12:40,Dad,expense,Internet,825,Utilities & Recharges,recurring
2025-09-03,12:40,Dad,expense,Loan overdue charge,1245,Insurance & Finance,one_time
2025-09-03,13:37,Dad,expense,9W bulb,80,Home & Furniture,one_time
2025-09-03,20:53,Dad,expense,Photo print,40,Misc,lifestyle
2025-09-08,11:26,Dad,expense,Bike petrol,500,Fuel,lifestyle
2025-09-08,11:26,Dad,expense,Tea,110,Dining Out,lifestyle
2025-09-08,22:37,Dad,expense,E-Swattu updation fees,500,Property & Investments,one_time
2025-09-08,22:37,Dad,expense,Mutation change fees,300,Property & Investments,one_time
2025-09-08,22:37,Dad,expense,Xerox,35,Misc,lifestyle
2025-09-10,20:02,Dad,expense,ENT doctor + medicine,1039,Health & Medical,lifestyle
2025-09-13,12:58,Dad,expense,Papu haircut,120,Kids,lifestyle
2025-09-14,10:41,Dad,expense,Ganapathi,2000,Religion & Gifts,one_time
2025-09-14,11:03,Dad,expense,Tindi,150,Dining Out,lifestyle
2025-09-14,22:58,Dad,expense,Bangalore hotel 2 nights,3778,Travel & Trips,lifestyle
2025-09-15,14:21,Dad,expense,Oota,170,Dining Out,lifestyle
2025-09-15,17:35,Dad,expense,Petrol,3000,Fuel,lifestyle
2025-09-15,17:54,Dad,expense,Emission test,120,Vehicle Maintenance,one_time
2025-09-16,10:19,Dad,expense,Bangalore tindi,250,Travel & Trips,lifestyle
2025-09-16,16:42,Dad,expense,Bangalore Jollywood tickets,3000,Travel & Trips,lifestyle
2025-09-16,16:42,Dad,expense,Bangalore milk,45,Travel & Trips,lifestyle
2025-09-16,18:41,Dad,expense,Bangalore keychain,40,Travel & Trips,lifestyle
2025-09-16,21:20,Dad,expense,Bangalore snacks,250,Travel & Trips,lifestyle
2025-09-16,21:20,Dad,expense,Bangalore oota,600,Travel & Trips,lifestyle
2025-09-17,08:53,Dad,expense,Bangalore tindi,100,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,expense,Bangalore temple,50,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,expense,Bangalore alms,40,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,expense,Bangalore zoo,890,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,expense,Bangalore snacks,170,Travel & Trips,lifestyle
2025-09-17,15:32,Dad,expense,Bangalore oota,285,Travel & Trips,lifestyle
2025-09-17,16:40,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-09-17,17:58,Dad,expense,Bangalore fruits,1200,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,expense,Bangalore tindi,70,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,expense,Bangalore room boy tip,50,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,expense,Bangalore Birds of Paradise,767,Travel & Trips,lifestyle
2025-09-18,09:10,Dad,expense,Kurta,600,Clothing,lifestyle
2025-09-18,15:31,Mom,expense,Fruits,200,Groceries & Household,lifestyle
2025-09-18,18:07,Dad,expense,Petrol,2000,Fuel,lifestyle
2025-09-18,15:17,Dad,expense,Book store,150,Misc,lifestyle
2025-09-19,18:26,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-09-19,19:03,Dad,expense,Channagiri tea + coffee,120,Dining Out,lifestyle
2025-09-21,13:43,Dad,expense,Food bag clips,150,Groceries & Household,lifestyle
2025-09-21,19:37,Dad,expense,Bike insurance,1667,Insurance & Finance,recurring
2025-09-22,09:51,Dad,expense,Bike petrol,1100,Fuel,lifestyle
2025-09-22,18:02,Dad,expense,Kids cycle + training wheels + bell,7150,Kids,one_time
2025-09-22,18:37,Dad,expense,Dad medicine,982,Health & Medical,lifestyle
2025-09-22,18:37,Dad,expense,More store,3837,Groceries & Household,lifestyle
2025-09-22,18:37,Dad,expense,Shyam store,2589,Groceries & Household,lifestyle
2025-09-22,18:37,Dad,expense,Spar store,3213,Groceries & Household,lifestyle
2025-09-22,19:56,Dad,expense,Parking,30,Transport & Parking,lifestyle
2025-09-22,19:56,Dad,expense,Hotel,657,Dining Out,lifestyle
2025-09-24,18:53,Dad,expense,Consultation fee,200,Health & Medical,lifestyle
2025-09-25,11:12,Dad,expense,Airtel internet 4 months,2355.28,Utilities & Recharges,recurring
2025-09-25,16:18,Dad,expense,Internet installation,700,Utilities & Recharges,one_time
2025-09-25,18:49,Dad,expense,Sarji consultation,300,Health & Medical,lifestyle
2025-09-26,10:38,Dad,expense,Office tindi,1475,Misc,lifestyle
2025-09-26,13:17,Dad,expense,Gram panchayat fee,100,Property & Investments,one_time
2025-09-26,13:17,Dad,expense,Xerox,28,Misc,lifestyle
2025-09-28,11:56,Dad,expense,Duster petrol,1500,Fuel,lifestyle
2025-09-29,21:04,Dad,expense,Site tax,2500,Property & Investments,one_time
2025-09-30,19:23,Dad,expense,ICICI term insurance,2564,Insurance & Finance,recurring
2025-10-01,20:35,Dad,expense,Honey,270,Groceries & Household,lifestyle
2025-10-02,18:31,Mom,expense,Masala puri,120,Dining Out,lifestyle
2025-10-03,18:00,Dad,expense,Eswattu print,300,Property & Investments,one_time
2025-10-03,19:22,Dad,expense,Sarji doctor consultation,300,Health & Medical,lifestyle
2025-10-03,19:22,Dad,expense,Vaccine,2600,Health & Medical,one_time
2025-10-03,19:30,Dad,expense,Baby soap,304,Kids,recurring
2025-10-03,20:07,Dad,expense,Shreyas specs,1000,Health & Medical,one_time
2025-10-03,20:07,Dad,expense,Papu goggles,200,Kids,lifestyle
2025-10-04,08:02,Dad,expense,Cells,90,Groceries & Household,lifestyle
2025-10-04,08:02,Dad,expense,Lemon,14,Groceries & Household,lifestyle
2025-10-06,18:40,Dad,expense,Coffee + tindi,200,Dining Out,lifestyle
2025-10-08,13:18,Dad,expense,Garden batte + wire,600,Farm & Garden,one_time
2025-10-10,07:02,Dad,expense,Mobile recharge,200,Utilities & Recharges,recurring
2025-10-10,07:02,Dad,expense,Drip materials,800,Farm & Garden,one_time
2025-10-10,18:54,Dad,expense,Shade net,600,Farm & Garden,one_time
2025-10-10,18:54,Dad,expense,GI fence wire,80,Farm & Garden,one_time
2025-10-10,19:19,Dad,expense,Drip materials,280,Farm & Garden,one_time
2025-10-13,18:33,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-10-18,15:41,Dad,expense,Honey,42,Groceries & Household,lifestyle
2025-10-18,15:41,Dad,expense,Oota,50,Dining Out,lifestyle
2025-10-19,11:39,Dad,expense,Bike chain repair,30,Vehicle Maintenance,one_time
2025-10-19,11:39,Dad,expense,MedPlus pharmacy,673,Health & Medical,lifestyle
2025-10-19,12:14,Dad,expense,Sugarcane juice,50,Dining Out,lifestyle
2025-10-19,12:14,Dad,expense,Tarakari vegetables,30,Groceries & Household,lifestyle
2025-10-19,12:52,Dad,expense,More store,528,Groceries & Household,lifestyle
2025-10-21,19:08,Dad,expense,Car petrol,500,Fuel,lifestyle
2025-10-23,14:38,Dad,expense,Aadhar,100,Misc,one_time
2025-10-23,14:38,Dad,expense,Jio SIM + 1 month recharge,350,Utilities & Recharges,recurring
2025-10-23,14:38,Dad,expense,Seeds,50,Farm & Garden,one_time
2025-10-24,19:11,Dad,expense,Janti medicine,17,Health & Medical,lifestyle
2025-10-24,19:11,Dad,expense,Matka puri,60,Dining Out,lifestyle
2025-10-24,19:11,Dad,expense,Ambode bonda,70,Dining Out,lifestyle
2025-10-24,19:11,Dad,expense,Masala puri,80,Dining Out,lifestyle
2025-10-24,19:11,Dad,expense,Iron laundry,170,Misc,recurring
2025-10-24,21:36,Mom,expense,Vegetables,67,Groceries & Household,lifestyle
2025-10-26,20:56,Dad,expense,Samsung mobile cover,300,Misc,one_time
2025-10-26,20:56,Dad,expense,Sarikannadam Gelke book,283,Misc,lifestyle
2025-10-26,22:07,Dad,expense,Rashmi Akka arati muyyi,500,Religion & Gifts,one_time
2025-10-30,11:18,Dad,expense,ICICI term insurance,2564,Insurance & Finance,recurring
2025-10-30,12:01,Dad,expense,Bike petrol,510,Fuel,lifestyle
2025-10-30,16:51,Dad,expense,Second legal opinion,6500,Property & Investments,one_time
2025-10-31,20:10,Dad,expense,Petrol,1000,Fuel,lifestyle
2025-10-31,20:10,Dad,expense,Water bottle,10,Groceries & Household,lifestyle
2025-11-03,13:06,Dad,expense,FirstCry,452,Kids,lifestyle
2025-11-03,13:07,Dad,expense,Elaneeru,200,Dining Out,lifestyle
2025-11-04,14:50,Dad,expense,Oota,190,Dining Out,lifestyle
2025-11-05,07:30,Dad,expense,Haircut,130,Personal Care & Fitness,lifestyle
2025-11-06,19:03,Dad,expense,Papu haircut,120,Kids,lifestyle
2025-11-06,19:03,Dad,expense,Tiago petrol,1000,Fuel,lifestyle
2025-11-07,18:39,Dad,expense,Hingu,120,Groceries & Household,lifestyle
2025-11-09,20:44,Dad,expense,Bubbles,50,Kids,lifestyle
2025-11-09,20:44,Dad,expense,Snacks,110,Dining Out,lifestyle
2025-11-10,15:41,Mom,expense,FirstCry books,932,Kids,lifestyle
2025-11-11,21:44,Dad,expense,Tata petrol,1050,Fuel,lifestyle
2025-11-12,09:37,Dad,expense,Jio port + recharge,350,Utilities & Recharges,recurring
2025-11-14,19:56,Dad,expense,Snacks,150,Dining Out,lifestyle
2025-11-14,19:56,Dad,expense,Nursery flowers,300,Farm & Garden,one_time
2025-11-14,19:56,Dad,expense,Diana toys,816,Kids,lifestyle
2025-11-14,20:08,Dad,expense,Diana pen + pencils,90,Kids,lifestyle
