date,time,member,item,amount,category,tag
2025-03-27,13:08,Dad,Saree,990,Clothing,lifestyle
2025-03-27,13:08,Dad,Westside Papu dress,600,Kids,lifestyle
2025-03-27,15:12,Mom,MedPlus pharmacy,700,Health & Medical,lifestyle
2025-03-29,13:55,Dad,AEH switch,250,Home & Furniture,one_time
2025-03-29,13:55,Dad,Soppu greens,40,Groceries & Household,lifestyle
2025-03-29,18:14,Dad,Building blocks,732,Kids,lifestyle
2025-03-30,16:23,Dad,ICICI term insurance,3026,Insurance & Finance,recurring
2025-04-01,20:10,Dad,Snacks,150,Dining Out,lifestyle
2025-04-01,20:10,Dad,Parking,50,Transport & Parking,lifestyle
2025-04-01,20:10,Dad,Fish show ticket,200,Entertainment & Outings,lifestyle
2025-04-01,20:10,Dad,Papu ride,50,Entertainment & Outings,lifestyle
2025-04-01,20:10,Dad,Papu book,150,Kids,lifestyle
2025-04-02,11:55,Dad,Halasina hannu jackfruit,100,Groceries & Household,lifestyle
2025-04-02,11:55,Dad,Mobile cover,200,Misc,one_time
2025-04-02,11:55,Dad,Puzzle game + toys,400,Kids,lifestyle
2025-04-04,10:05,Dad,Petrol,100,Fuel,lifestyle
2025-04-04,11:40,Dad,Bread,60,Groceries & Household,lifestyle
2025-04-04,11:40,Dad,Cheese,136,Groceries & Household,lifestyle
2025-04-04,11:41,Dad,Internet,825,Utilities & Recharges,recurring
2025-04-07,07:57,Dad,Diamond earrings additional payment,14978,Property & Investments,one_time
2025-04-07,23:11,Dad,Petrol,300,Fuel,lifestyle
2025-04-08,23:55,Dad,Soda,80,Dining Out,lifestyle
2025-04-10,20:54,Dad,Petrol,1000,Fuel,lifestyle
2025-04-10,20:54,Dad,Snacks,145,Dining Out,lifestyle
2025-04-10,20:54,Dad,Cells,160,Groceries & Household,lifestyle
2025-04-10,21:33,Mom,Ration,150,Groceries & Household,lifestyle
2025-04-10,21:33,Mom,Slippers,705,Clothing,lifestyle
2025-04-14,18:49,Mom,Fruits,400,Groceries & Household,lifestyle
2025-04-14,18:49,Mom,Panipuri,100,Dining Out,lifestyle
2025-04-14,18:49,Mom,Soap,40,Groceries & Household,lifestyle
2025-04-18,18:39,Dad,Hotel,2650,Dining Out,lifestyle
2025-04-21,09:44,Dad,Car petrol,500,Fuel,lifestyle
2025-04-21,09:44,Dad,Tindi,75,Dining Out,lifestyle
2025-04-21,12:10,Dad,Dodda Gowda site payment,50000,Property & Investments,one_time
2025-04-22,16:16,Dad,Blackberry shirt + pants wedding,12580,Clothing,one_time
2025-04-22,16:50,Dad,Papu car ride,100,Entertainment & Outings,lifestyle
2025-04-22,17:09,Dad,Ramraj Papu panche shalya,1665,Kids,lifestyle
2025-04-22,22:28,Dad,Masala puri,120,Dining Out,lifestyle
2025-04-25,21:01,Dad,Ramu tailor,5000,Clothing,lifestyle
2025-04-25,21:01,Dad,Janti medicine,20,Health & Medical,lifestyle
2025-04-25,21:01,Dad,Snacks,70,Dining Out,lifestyle
2025-04-25,21:01,Dad,Kaccha banian,3713,Clothing,lifestyle
2025-04-25,21:01,Dad,Condoms,210,Groceries & Household,lifestyle
2025-04-25,22:40,Dad,Car petrol,1000,Fuel,lifestyle
2025-04-26,13:40,Mom,Papu shoes + slippers,863,Kids,lifestyle
2025-04-26,19:36,Dad,Krushi ahara mela,470,Dining Out,lifestyle
2025-04-26,19:36,Dad,Milk,30,Groceries & Household,recurring
2025-04-27,13:13,Dad,Fruits,480,Groceries & Household,lifestyle
2025-04-30,16:00,Dad,Gullehalli Ranganna,300,Farm & Garden,one_time
2025-05-01,17:04,Dad,Petrol,1000,Fuel,lifestyle
2025-05-01,18:36,Dad,ICICI term insurance,3026,Insurance & Finance,recurring
2025-05-01,19:01,Dad,Vinutha set,3660,Clothing,lifestyle
2025-05-01,19:33,Dad,Masala puri,80,Dining Out,lifestyle
2025-05-01,19:55,Mom,Vinutha slippers,1505,Clothing,lifestyle
2025-05-01,19:55,Mom,Gift shop,200,Religion & Gifts,one_time
2025-05-02,04:08,Dad,Vinutha mobile recharge,800,Utilities & Recharges,recurring
2025-05-05,10:34,Dad,Hoovina haara,400,Religion & Gifts,one_time
2025-05-05,10:34,Dad,Auto,200,Transport & Parking,lifestyle
2025-05-05,10:34,Dad,Milk,50,Groceries & Household,recurring
2025-05-05,10:34,Dad,Bike petrol,1000,Fuel,lifestyle
2025-05-05,10:34,Dad,Milk,28,Groceries & Household,recurring
2025-05-05,10:34,Dad,Internet,825,Utilities & Recharges,recurring
2025-05-05,10:34,Dad,Crocin,10,Health & Medical,lifestyle
2025-05-05,10:38,Mom,Lipika hospital,200,Health & Medical,lifestyle
2025-05-05,10:38,Mom,Medicine,352,Health & Medical,lifestyle
2025-05-05,10:38,Mom,Tender coconut,240,Dining Out,lifestyle
2025-05-05,10:38,Mom,Auto,100,Transport & Parking,lifestyle
2025-05-05,14:41,Dad,Oota meal,80,Dining Out,lifestyle
2025-05-05,20:18,Dad,Consultation,300,Health & Medical,lifestyle
2025-05-05,20:18,Dad,Medicine,150,Health & Medical,lifestyle
2025-05-05,20:18,Dad,Pampers,455,Kids,recurring
2025-05-09,12:37,Dad,Petrol,1000,Fuel,lifestyle
2025-05-12,10:40,Dad,Muhurta,1000,Religion & Gifts,one_time
2025-05-12,10:40,Dad,Petrol,1000,Fuel,lifestyle
2025-05-13,06:28,Dad,Petrol,1000,Fuel,lifestyle
2025-05-13,22:37,Dad,Petrol,1000,Fuel,lifestyle
2025-05-16,18:00,Dad,Consultation + medicine,1700,Health & Medical,lifestyle
2025-05-16,18:00,Dad,Lab tests,2800,Health & Medical,lifestyle
2025-05-18,17:31,Dad,Arehalli muyyi gift,1000,Religion & Gifts,one_time
2025-05-18,17:32,Dad,Mobile recharge,932,Utilities & Recharges,recurring
2025-05-20,12:33,Dad,Petrol,1000,Fuel,lifestyle
2025-05-20,12:34,Dad,Akkanege kanike,501,Religion & Gifts,one_time
2025-05-21,19:01,Dad,ENT follow-up checkup,644,Health & Medical,lifestyle
2025-05-21,19:25,Dad,Snacks,120,Dining Out,lifestyle
2025-05-22,23:11,Dad,Petrol,700,Fuel,lifestyle
2025-05-23,12:48,Dad,Mithun wedding muyyi,1000,Religion & Gifts,one_time
2025-05-24,23:09,Mom,Mall,1100,Entertainment & Outings,lifestyle
2025-05-24,23:09,Mom,Hotel,1800,Dining Out,lifestyle
2025-05-26,14:29,Dad,Pens,60,Misc,lifestyle
2025-05-26,14:29,Dad,Tindi,55,Dining Out,lifestyle
2025-05-26,14:29,Dad,Oota,80,Dining Out,lifestyle
2025-05-29,13:26,Dad,Doctor fees,300,Health & Medical,lifestyle
2025-05-29,13:26,Dad,Medicine,860,Health & Medical,lifestyle
2025-05-29,13:26,Dad,Tender coconut,240,Dining Out,lifestyle
2025-05-29,13:26,Dad,Puncture,125,Vehicle Maintenance,one_time
2025-05-29,14:12,Dad,Wipes,160,Kids,recurring
2025-05-30,15:06,Dad,Petrol,1000,Fuel,lifestyle
2025-05-31,18:16,Dad,Bike petrol,800,Fuel,lifestyle
2025-05-31,18:28,Dad,Medicine,148,Health & Medical,lifestyle
2025-06-03,17:09,Dad,Internet,825,Utilities & Recharges,recurring
2025-06-08,20:38,Dad,Monika Prakash muyyi,500,Religion & Gifts,one_time
2025-06-08,20:38,Dad,Shashan Sudeep gift,200,Religion & Gifts,one_time
2025-06-08,20:38,Dad,Haircut,120,Personal Care & Fitness,lifestyle
2025-06-08,20:38,Dad,Pampers + wipes,550,Kids,recurring
2025-06-12,13:07,Dad,Parcel food,250,Dining Out,lifestyle
2025-06-12,13:07,Dad,Nursery plants,1100,Farm & Garden,one_time
2025-06-12,16:28,Mom,Forest department entry,130,Entertainment & Outings,lifestyle
2025-06-12,16:28,Mom,Hotel,315,Dining Out,lifestyle
2025-06-12,16:28,Mom,Chips,150,Dining Out,lifestyle
2025-06-12,16:28,Mom,Puliyogare,100,Dining Out,lifestyle
2025-06-12,16:28,Mom,Dove shampoo,200,Personal Care & Fitness,lifestyle
2025-06-12,16:28,Mom,Banian,367,Clothing,lifestyle
2025-06-17,12:05,Dad,Handheld game console,700,Kids,one_time
2025-06-18,15:04,Dad,Petrol,750,Fuel,lifestyle
2025-06-18,15:04,Dad,Battery cells,43,Groceries & Household,lifestyle
2025-06-19,09:53,Dad,Bike petrol,750,Fuel,lifestyle
2025-06-19,21:52,Dad,Blanket,950,Home & Furniture,one_time
2025-06-19,21:52,Dad,Toothbrush,100,Groceries & Household,lifestyle
2025-06-20,13:07,Mom,Nursery,500,Farm & Garden,one_time
2025-06-20,13:07,Mom,Temple,300,Religion & Gifts,one_time
2025-06-20,13:08,Mom,Car petrol,1000,Fuel,lifestyle
2025-06-21,09:43,Dad,Blinkit,200,Groceries & Household,lifestyle
2025-06-21,14:39,Dad,Doctor set toy,130,Kids,lifestyle
2025-06-21,14:39,Dad,Nerale hannu,200,Groceries & Household,lifestyle
2025-06-21,14:39,Dad,Foam ball gun,550,Kids,lifestyle
2025-06-23,14:33,Dad,Aadhar PVC card,50,Misc,one_time
2025-06-23,14:33,Dad,Xerox,330,Misc,lifestyle
2025-06-23,16:30,Dad,Hotel,2800,Dining Out,lifestyle
2025-06-23,20:32,Dad,Bakery,1250,Dining Out,lifestyle
2025-06-23,20:32,Dad,Toys,800,Kids,lifestyle
2025-06-24,18:35,Mom,Bakery,175,Dining Out,lifestyle
2025-06-24,18:35,Mom,Bonda,110,Dining Out,lifestyle
2025-06-29,19:52,Dad,Movie,600,Entertainment & Outings,lifestyle
2025-06-29,19:52,Dad,Car ride,50,Entertainment & Outings,lifestyle
2025-06-29,19:52,Dad,Masala puri,80,Dining Out,lifestyle
2025-06-29,19:52,Dad,Gobi manchurian,120,Dining Out,lifestyle
2025-06-30,09:43,Dad,Train ride,150,Transport & Parking,lifestyle
2025-06-30,09:43,Dad,Car ride,50,Transport & Parking,lifestyle
2025-06-30,11:32,Dad,ICICI term insurance,3026,Insurance & Finance,recurring
2025-07-03,14:29,Dad,Dad + Mom Aadhar PVC cards,200,Misc,one_time
2025-07-03,14:59,Dad,Aadhar PVC card self,50,Misc,one_time
2025-07-03,15:04,Dad,Vinutha Aadhar cards,100,Misc,one_time
2025-07-04,09:14,Dad,Car petrol,1000,Fuel,lifestyle
2025-07-05,09:47,Dad,Tea,75,Dining Out,lifestyle
2025-07-05,16:38,Dad,Internet,825,Utilities & Recharges,recurring
2025-07-09,10:15,Dad,Driver tips,200,Misc,lifestyle
2025-07-09,11:53,Mom,Baby soap,376,Kids,recurring
2025-07-09,13:15,Mom,Plants,400,Farm & Garden,one_time
2025-07-09,13:39,Mom,Chips,300,Dining Out,lifestyle
2025-07-10,13:16,Dad,Papu toothpaste,164,Kids,recurring
2025-07-11,07:51,Dad,Car petrol,1000,Fuel,lifestyle
2025-07-11,07:51,Dad,Iron laundry,180,Misc,recurring
2025-07-11,10:19,Dad,Bike petrol,520,Fuel,lifestyle
2025-07-15,19:03,Mom,Sridhar Bhattaru,300,Religion & Gifts,one_time
2025-07-15,19:03,Mom,Ganesh Adigaru,200,Religion & Gifts,one_time
2025-07-15,19:04,Mom,Lokesh Aradhya,500,Religion & Gifts,one_time
2025-08-03,20:25,Dad,Blackberry clothes,6522,Clothing,lifestyle
2025-08-03,21:33,Dad,Petrol,1200,Fuel,lifestyle
2025-08-03,21:34,Dad,Haara + shalu + misc,1900,Religion & Gifts,one_time
2025-08-03,21:34,Dad,Mangala Gowri shopping,5000,Religion & Gifts,one_time
2025-08-03,21:34,Dad,Shyam store,990,Groceries & Household,lifestyle
2025-08-03,21:34,Dad,Candid B cream,180,Health & Medical,lifestyle
2025-08-03,21:34,Dad,Tea,60,Dining Out,lifestyle
2025-08-03,21:34,Dad,ICICI term insurance,3026,Insurance & Finance,recurring
2025-08-05,10:09,Dad,Car petrol,500,Fuel,lifestyle
2025-08-05,16:37,Dad,Bat,350,Kids,lifestyle
2025-08-06,18:02,Dad,Tindi,45,Dining Out,lifestyle
2025-08-06,19:19,Mom,Fruits,100,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,Betel leaves,150,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,Fruits,100,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,Tomato,50,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,Pineapple,150,Groceries & Household,lifestyle
2025-08-06,19:19,Mom,Masala puri,70,Dining Out,lifestyle
2025-08-07,13:19,Dad,Zipper cover,35,Home & Furniture,lifestyle
2025-08-07,13:19,Dad,Mango leaves,70,Religion & Gifts,recurring
2025-08-07,13:19,Dad,20W bulb,300,Home & Furniture,one_time
2025-08-07,13:19,Dad,Angle holder,70,Home & Furniture,one_time
2025-08-07,21:20,Dad,Tiago full service repair,6000,Vehicle Maintenance,one_time
2025-08-08,12:11,Mom,Fruits,260,Groceries & Household,lifestyle
2025-08-08,12:11,Mom,Flowers,200,Religion & Gifts,recurring
2025-08-08,12:11,Mom,Milk,27,Groceries & Household,recurring
2025-08-09,14:58,Dad,Car petrol,410,Fuel,lifestyle
2025-08-09,20:23,Mom,Sharad Attemma gift,2000,Religion & Gifts,one_time
2025-08-11,14:23,Dad,Car petrol,950,Fuel,lifestyle
2025-08-14,20:32,Dad,Car petrol,950,Fuel,lifestyle
2025-08-14,20:43,Dad,Bonda,40,Dining Out,lifestyle
2025-08-15,10:26,Dad,Mobile recharge,932,Utilities & Recharges,recurring
2025-08-20,23:23,Dad,Layout Ganapati,1000,Religion & Gifts,one_time
2025-08-20,23:23,Dad,Car petrol,1000,Fuel,lifestyle
2025-08-20,23:23,Dad,Parking,40,Transport & Parking,lifestyle
2025-08-20,23:24,Mom,Hotel,150,Dining Out,lifestyle
2025-08-21,07:40,Dad,Haircut,180,Personal Care & Fitness,lifestyle
2025-08-22,23:08,Mom,Hoovu flowers,150,Religion & Gifts,recurring
2025-08-22,23:08,Mom,Bonda,110,Dining Out,lifestyle
2025-08-22,23:08,Mom,Toys,2550,Kids,lifestyle
2025-08-24,12:06,Dad,Vinutha recharge,932,Utilities & Recharges,recurring
2025-08-29,14:13,Dad,Car petrol,1200,Fuel,lifestyle
2025-08-30,13:15,Mom,Mobile screen guard,200,Misc,one_time
2025-08-30,13:15,Mom,Shell souvenir,200,Kids,lifestyle
2025-08-30,13:15,Mom,Bag,200,Misc,lifestyle
2025-08-30,13:15,Mom,Corn,120,Dining Out,lifestyle
2025-08-30,13:15,Mom,Jeep ride,50,Entertainment & Outings,lifestyle
2025-08-30,13:15,Mom,Parking,20,Transport & Parking,lifestyle
2025-08-30,13:15,Mom,Slipper repair,20,Clothing,lifestyle
2025-08-30,13:15,Mom,Tender coconut,60,Dining Out,lifestyle
2025-08-30,16:48,Mom,Hotel,1072,Dining Out,lifestyle
2025-08-30,16:48,Mom,MedPlus pharmacy,1509,Health & Medical,lifestyle
2025-09-03,12:40,Dad,Internet,825,Utilities & Recharges,recurring
2025-09-03,12:40,Dad,Loan overdue charge,1245,Insurance & Finance,one_time
2025-09-03,13:37,Dad,9W bulb,80,Home & Furniture,one_time
2025-09-03,20:53,Dad,Photo print,40,Misc,lifestyle
2025-09-08,11:26,Dad,Bike petrol,500,Fuel,lifestyle
2025-09-08,11:26,Dad,Tea,110,Dining Out,lifestyle
2025-09-08,22:37,Dad,E-Swattu updation fees,500,Property & Investments,one_time
2025-09-08,22:37,Dad,Mutation change fees,300,Property & Investments,one_time
2025-09-08,22:37,Dad,Xerox,35,Misc,lifestyle
2025-09-10,20:02,Dad,ENT doctor + medicine,1039,Health & Medical,lifestyle
2025-09-13,12:58,Dad,Papu haircut,120,Kids,lifestyle
2025-09-14,10:41,Dad,Ganapathi,2000,Religion & Gifts,one_time
2025-09-14,11:03,Dad,Tindi,150,Dining Out,lifestyle
2025-09-14,22:58,Dad,Bangalore hotel 2 nights,3778,Travel & Trips,lifestyle
2025-09-15,14:21,Dad,Oota,170,Dining Out,lifestyle
2025-09-15,17:35,Dad,Petrol,3000,Fuel,lifestyle
2025-09-15,17:54,Dad,Emission test,120,Vehicle Maintenance,one_time
2025-09-16,10:19,Dad,Bangalore tindi,250,Travel & Trips,lifestyle
2025-09-16,16:42,Dad,Bangalore Jollywood tickets,3000,Travel & Trips,lifestyle
2025-09-16,16:42,Dad,Bangalore milk,45,Travel & Trips,lifestyle
2025-09-16,18:41,Dad,Bangalore keychain,40,Travel & Trips,lifestyle
2025-09-16,21:20,Dad,Bangalore snacks,250,Travel & Trips,lifestyle
2025-09-16,21:20,Dad,Bangalore oota,600,Travel & Trips,lifestyle
2025-09-17,08:53,Dad,Bangalore tindi,100,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,Bangalore temple,50,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,Bangalore alms,40,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,Bangalore zoo,890,Travel & Trips,lifestyle
2025-09-17,13:33,Dad,Bangalore snacks,170,Travel & Trips,lifestyle
2025-09-17,15:32,Dad,Bangalore oota,285,Travel & Trips,lifestyle
2025-09-17,16:40,Dad,Petrol,1000,Fuel,lifestyle
2025-09-17,17:58,Dad,Bangalore fruits,1200,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,Bangalore tindi,70,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,Bangalore room boy tip,50,Travel & Trips,lifestyle
2025-09-18,09:02,Dad,Bangalore Birds of Paradise,767,Travel & Trips,lifestyle
2025-09-18,09:10,Dad,Kurta,600,Clothing,lifestyle
2025-09-18,15:31,Mom,Fruits,200,Groceries & Household,lifestyle
2025-09-18,18:07,Dad,Petrol,2000,Fuel,lifestyle
2025-09-18,15:17,Dad,Book store,150,Misc,lifestyle
2025-09-19,18:26,Dad,Petrol,1000,Fuel,lifestyle
2025-09-19,19:03,Dad,Channagiri tea + coffee,120,Dining Out,lifestyle
2025-09-21,13:43,Dad,Food bag clips,150,Groceries & Household,lifestyle
2025-09-21,19:37,Dad,Bike insurance,1667,Insurance & Finance,recurring
2025-09-22,09:51,Dad,Bike petrol,1100,Fuel,lifestyle
2025-09-22,18:02,Dad,Kids cycle + training wheels + bell,7150,Kids,one_time
2025-09-22,18:37,Dad,Dad medicine,982,Health & Medical,lifestyle
2025-09-22,18:37,Dad,More store,3837,Groceries & Household,lifestyle
2025-09-22,18:37,Dad,Shyam store,2589,Groceries & Household,lifestyle
2025-09-22,18:37,Dad,Spar store,3213,Groceries & Household,lifestyle
2025-09-22,19:56,Dad,Parking,30,Transport & Parking,lifestyle
2025-09-22,19:56,Dad,Hotel,657,Dining Out,lifestyle
2025-09-24,18:53,Dad,Consultation fee,200,Health & Medical,lifestyle
2025-09-25,11:12,Dad,Airtel internet 4 months,2355.28,Utilities & Recharges,recurring
2025-09-25,16:18,Dad,Internet installation,700,Utilities & Recharges,one_time
2025-09-25,18:49,Dad,Sarji consultation,300,Health & Medical,lifestyle
2025-09-26,10:38,Dad,Office tindi,1475,Misc,lifestyle
2025-09-26,13:17,Dad,Gram panchayat fee,100,Property & Investments,one_time
2025-09-26,13:17,Dad,Xerox,28,Misc,lifestyle
2025-09-28,11:56,Dad,Duster petrol,1500,Fuel,lifestyle
2025-09-29,21:04,Dad,Site tax,2500,Property & Investments,one_time
2025-09-30,19:23,Dad,ICICI term insurance,2564,Insurance & Finance,recurring
2025-10-01,20:35,Dad,Honey,270,Groceries & Household,lifestyle
2025-10-02,18:31,Mom,Masala puri,120,Dining Out,lifestyle
2025-10-03,18:00,Dad,Eswattu print,300,Property & Investments,one_time
2025-10-03,19:22,Dad,Sarji doctor consultation,300,Health & Medical,lifestyle
2025-10-03,19:22,Dad,Vaccine,2600,Health & Medical,one_time
2025-10-03,19:30,Dad,Baby soap,304,Kids,recurring
2025-10-03,20:07,Dad,Shreyas specs,1000,Health & Medical,one_time
2025-10-03,20:07,Dad,Papu goggles,200,Kids,lifestyle
2025-10-04,08:02,Dad,Cells,90,Groceries & Household,lifestyle
2025-10-04,08:02,Dad,Lemon,14,Groceries & Household,lifestyle
2025-10-06,18:40,Dad,Coffee + tindi,200,Dining Out,lifestyle
2025-10-08,13:18,Dad,Garden batte + wire,600,Farm & Garden,one_time
2025-10-10,07:02,Dad,Mobile recharge,200,Utilities & Recharges,recurring
2025-10-10,07:02,Dad,Drip materials,800,Farm & Garden,one_time
2025-10-10,18:54,Dad,Shade net,600,Farm & Garden,one_time
2025-10-10,18:54,Dad,GI fence wire,80,Farm & Garden,one_time
2025-10-10,19:19,Dad,Drip materials,280,Farm & Garden,one_time
2025-10-13,18:33,Dad,Petrol,1000,Fuel,lifestyle
2025-10-18,15:41,Dad,Honey,42,Groceries & Household,lifestyle
2025-10-18,15:41,Dad,Oota,50,Dining Out,lifestyle
2025-10-19,11:39,Dad,Bike chain repair,30,Vehicle Maintenance,one_time
2025-10-19,11:39,Dad,MedPlus pharmacy,673,Health & Medical,lifestyle
2025-10-19,12:14,Dad,Sugarcane juice,50,Dining Out,lifestyle
2025-10-19,12:14,Dad,Tarakari vegetables,30,Groceries & Household,lifestyle
2025-10-19,12:52,Dad,More store,528,Groceries & Household,lifestyle
2025-10-21,19:08,Dad,Car petrol,500,Fuel,lifestyle
2025-10-23,14:38,Dad,Aadhar,100,Misc,one_time
2025-10-23,14:38,Dad,Jio SIM + 1 month recharge,350,Utilities & Recharges,recurring
2025-10-23,14:38,Dad,Seeds,50,Farm & Garden,one_time
2025-10-24,19:11,Dad,Janti medicine,17,Health & Medical,lifestyle
2025-10-24,19:11,Dad,Matka puri,60,Dining Out,lifestyle
2025-10-24,19:11,Dad,Ambode bonda,70,Dining Out,lifestyle
2025-10-24,19:11,Dad,Masala puri,80,Dining Out,lifestyle
2025-10-24,19:11,Dad,Iron laundry,170,Misc,recurring
2025-10-24,21:36,Mom,Vegetables,67,Groceries & Household,lifestyle
2025-10-26,20:56,Dad,Samsung mobile cover,300,Misc,one_time
2025-10-26,20:56,Dad,Sarikannadam Gelke book,283,Misc,lifestyle
2025-10-26,22:07,Dad,Rashmi Akka arati muyyi,500,Religion & Gifts,one_time
2025-10-30,11:18,Dad,ICICI term insurance,2564,Insurance & Finance,recurring
2025-10-30,12:01,Dad,Bike petrol,510,Fuel,lifestyle
2025-10-30,16:51,Dad,Second legal opinion,6500,Property & Investments,one_time
2025-10-31,20:10,Dad,Petrol,1000,Fuel,lifestyle
2025-10-31,20:10,Dad,Water bottle,10,Groceries & Household,lifestyle
2025-11-03,13:06,Dad,FirstCry,452,Kids,lifestyle
2025-11-03,13:07,Dad,Elaneeru,200,Dining Out,lifestyle
2025-11-04,14:50,Dad,Oota,190,Dining Out,lifestyle
2025-11-05,07:30,Dad,Haircut,130,Personal Care & Fitness,lifestyle
2025-11-06,19:03,Dad,Papu haircut,120,Kids,lifestyle
2025-11-06,19:03,Dad,Tiago petrol,1000,Fuel,lifestyle
2025-11-07,18:39,Dad,Hingu,120,Groceries & Household,lifestyle
2025-11-09,20:44,Dad,Bubbles,50,Kids,lifestyle
2025-11-09,20:44,Dad,Snacks,110,Dining Out,lifestyle
2025-11-10,15:41,Mom,FirstCry books,932,Kids,lifestyle
2025-11-11,21:44,Dad,Tata petrol,1050,Fuel,lifestyle
2025-11-12,09:37,Dad,Jio port + recharge,350,Utilities & Recharges,recurring
2025-11-14,19:56,Dad,Snacks,150,Dining Out,lifestyle
2025-11-14,19:56,Dad,Nursery flowers,300,Farm & Garden,one_time
2025-11-14,19:56,Dad,Diana toys,816,Kids,lifestyle
2025-11-14,20:08,Dad,Diana pen + pencils,90,Kids,lifestyle
2025-11-14,20:27,Dad,Shampoo + oil + handwash,620,Groceries & Household,lifestyle
2025-11-14,21:02,Dad,Insect killer,70,Groceries & Household,lifestyle
2025-11-15,22:08,Dad,Kantara movie tickets,400,Entertainment & Outings,lifestyle
2025-11-15,22:08,Dad,Movie snacks,420,Entertainment & Outings,lifestyle
2025-11-17,18:39,Dad,Petrol,1060,Fuel,lifestyle
2025-11-18,19:48,Dad,Lipika birthday gift,1750,Religion & Gifts,one_time
2025-11-18,20:10,Dad,Blinkit vegetables,123,Groceries & Household,lifestyle
2025-11-19,14:22,Dad,Sticky notes,40,Misc,lifestyle
2025-11-20,16:47,Dad,Sub-registrar mortgage charges,80100,Property & Investments,one_time
2025-11-20,16:47,Dad,Sub-registrar agent fee,6000,Property & Investments,one_time
2025-11-21,17:56,Dad,Sweets,395,Dining Out,lifestyle
2025-11-23,16:48,Dad,Vinutha recharge,864,Utilities & Recharges,recurring
2025-11-27,13:35,Dad,Pen,160,Misc,lifestyle
2025-11-27,13:35,Dad,Window mesh,10835,Home & Furniture,one_time
2025-11-27,16:48,Dad,Legal bond paper + Naveen charges,5000,Property & Investments,one_time
2025-11-30,11:43,Dad,Petrol,2000,Fuel,lifestyle
2025-11-30,23:20,Dad,Hotel,600,Dining Out,lifestyle
2025-11-30,23:23,Dad,Petrol,1000,Fuel,lifestyle
2025-12-04,18:43,Dad,Coffee,40,Dining Out,lifestyle
2025-12-04,18:43,Dad,Tiago petrol,1000,Fuel,lifestyle
2025-12-04,19:15,Dad,Doctor consultation,300,Health & Medical,lifestyle
2025-12-04,19:15,Dad,Wipes,140,Kids,recurring
2025-12-04,19:15,Dad,Medicine,695,Health & Medical,lifestyle
2025-12-06,13:36,Dad,File,740,Misc,lifestyle
2025-12-08,14:12,Dad,Gas welding,80,Home & Furniture,one_time
2025-12-08,14:12,Dad,Lollipop,50,Dining Out,lifestyle
2025-12-09,01:53,Dad,Whey protein,2349,Personal Care & Fitness,lifestyle
2025-12-09,19:14,Dad,Bike petrol,500,Fuel,lifestyle
2025-12-09,19:14,Dad,Panipuri,125,Dining Out,lifestyle
2025-12-09,19:14,Dad,Bellulli pataki firecrackers,220,Religion & Gifts,one_time
2025-12-09,19:14,Dad,Halwa,150,Dining Out,lifestyle
2025-12-09,19:21,Dad,Adike powder,200,Groceries & Household,lifestyle
2025-12-09,19:30,Dad,Magnet + gun toy,200,Kids,lifestyle
2025-12-09,20:11,Dad,Bubbles,100,Kids,lifestyle
2025-12-09,20:11,Dad,Books,350,Kids,lifestyle
2025-12-09,21:16,Dad,Pizza,938,Dining Out,lifestyle
2025-12-10,19:19,Dad,Protein shaker bottle,305,Personal Care & Fitness,lifestyle
2025-12-11,12:24,Dad,Mobile recharge,911,Utilities & Recharges,recurring
2025-12-11,19:02,Dad,Medicine,680,Health & Medical,lifestyle
2025-12-12,17:55,Dad,Kotak term insurance annual,13813,Insurance & Finance,recurring
2025-12-13,19:01,Dad,Duster petrol,1000,Fuel,lifestyle
2025-12-13,19:01,Dad,Snacks,20,Dining Out,lifestyle
2025-12-14,09:06,Dad,Tarakari vegetables,214,Groceries & Household,lifestyle
2025-12-14,13:54,Dad,Bucket,610,Home & Furniture,one_time
2025-12-14,14:30,Dad,Condom + milk + cells + handwash,527,Groceries & Household,lifestyle
2025-12-14,20:18,Mom,Hopscotch baby socks,451,Kids,lifestyle
2025-12-16,20:12,Mom,Chips,265,Dining Out,lifestyle
2025-12-16,20:12,Mom,Bonda,160,Dining Out,lifestyle
2025-12-16,22:00,Mom,Papu slippers,600,Kids,lifestyle
2025-12-18,18:35,Mom,Wipes,170,Kids,recurring
2025-12-18,18:35,Mom,Parlour,70,Personal Care & Fitness,lifestyle
2025-12-18,19:44,Mom,Hotel,500,Dining Out,lifestyle
2025-12-18,19:44,Mom,Iron laundry,150,Misc,recurring
2025-12-18,20:10,Mom,Cup,500,Home & Furniture,one_time
2025-12-20,14:07,Dad,Petrol,1000,Fuel,lifestyle
2025-12-20,14:07,Dad,Hotel,1200,Dining Out,lifestyle
2025-12-20,14:48,Dad,Flower,50,Religion & Gifts,recurring
2025-12-20,19:03,Mom,Medicine,135,Health & Medical,lifestyle
